,Flight_miles_12mo,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans
692,150,234327,0,4,1,1,30406,28
693,750,463494,0,3,1,1,27390,17
694,50,17334,0,1,1,1,6783,27
695,0,57909,0,1,1,1,5150,4
696,0,17949,0,1,1,1,0,0
697,2098,529477,0,2,1,1,31624,28
698,0,71543,0,1,1,1,0,0
699,0,111897,0,3,1,1,14728,14
700,0,61598,0,1,1,1,0,0
701,0,417875,0,4,1,1,44472,18
702,5676,340874,0,5,1,1,68090,43
703,0,32774,0,1,1,1,0,0
704,500,242910,1115,5,1,1,103935,18
705,250,137843,0,4,1,1,45416,24
706,2950,30530,0,1,1,1,5590,12
707,0,30973,0,1,1,1,0,0
708,3134,238749,0,1,1,1,7134,14
709,0,16803,0,1,1,1,1287,6
710,487,23553,810,1,1,1,1587,4
711,0,48161,0,4,1,1,41174,24
712,0,21616,0,1,1,1,0,0
713,0,13114,0,2,1,1,14029,13
714,500,117120,0,4,1,1,41278,17
715,0,52987,0,3,1,1,17510,15
716,400,150176,0,4,1,1,29999,17
717,0,19002,0,3,1,1,22675,21
718,7000,60976,0,5,1,1,97318,31
719,100,50675,0,1,1,1,1100,2
720,0,65466,0,2,1,1,5488,13
721,0,64280,0,3,1,1,21721,18
722,0,14523,0,1,1,1,4197,4
723,0,384470,0,3,1,1,20468,16
724,0,9157,0,1,1,1,75,2
725,950,151904,733,5,1,1,76440,25
726,500,13781,0,4,1,1,48914,19
727,0,40567,0,3,1,1,18122,16
728,0,43090,0,3,1,1,11411,10
729,0,1875,0,1,1,1,1250,3
730,0,126555,0,4,1,1,41253,19
731,0,16472,0,4,1,1,45517,12
732,0,21270,0,1,1,1,318,10
733,0,33410,0,1,1,1,818,12
734,0,15750,0,1,1,1,1065,3
735,0,104665,0,2,1,1,9547,12
736,0,86285,0,5,1,1,61274,14
737,0,41967,0,1,1,1,2125,10
738,500,35026,0,1,1,1,9799,27
739,0,138411,0,5,1,1,53843,14
740,0,127693,0,3,1,1,17383,15
741,0,52050,0,4,1,1,43190,14
742,0,37162,0,1,1,1,0,0
743,1250,440265,4081,1,1,1,22750,15
744,450,66572,0,2,1,1,8048,14
745,0,237093,0,4,1,1,42020,15
746,400,79561,0,1,1,1,6333,12
747,500,131528,0,2,1,1,10365,17
748,0,11820,0,1,1,1,2045,5
749,0,20810,0,1,1,1,1713,13
750,600,189423,0,5,1,1,63584,31
751,0,96477,0,1,1,1,2987,13
752,100,106471,0,1,1,1,8444,5
753,0,33374,0,3,1,1,20441,13
754,0,210018,0,4,1,1,48914,16
755,0,26740,0,1,1,1,619,7
756,0,244216,0,4,1,1,39166,14
757,0,76737,0,4,1,1,34648,31
758,0,20999,0,3,1,1,15914,13
759,0,43179,0,3,1,1,11915,6
760,0,119214,0,2,1,1,10028,16
761,0,14988,0,1,1,1,2100,10
762,0,21334,0,1,1,1,5472,20
763,450,104307,0,4,1,1,51769,24
764,100,34357,0,5,1,1,73622,25
765,1550,231437,0,3,1,1,31266,26
766,0,14662,0,1,1,1,1110,12
767,0,13144,0,3,1,1,18615,18
768,0,10978,0,3,1,1,14313,11
769,1200,150698,0,4,1,1,43589,20
770,0,18035,0,1,1,1,811,2
771,0,194604,0,2,1,1,6606,10
772,3850,117852,2376,1,1,1,11406,21
773,0,32356,0,3,1,1,22918,19
774,0,44247,948,4,1,1,40939,26
775,0,23431,0,1,1,1,3546,10
776,0,37773,0,2,1,1,8436,15
777,750,245758,0,1,1,1,2750,4
778,500,63587,0,1,1,1,500,1
779,0,15088,0,1,1,1,5625,15
780,0,152539,0,5,1,1,65972,14
781,1258,333500,0,5,1,1,69780,23
782,0,15064,0,1,1,1,2910,9
783,0,19032,0,1,1,1,2375,12
784,0,66434,0,3,1,1,13041,13
785,0,146097,0,2,1,1,6919,16
786,0,8207,0,1,1,1,1750,7
787,0,293648,0,3,1,1,22148,15
788,0,147472,0,3,1,1,20645,16
789,100,103993,0,3,1,1,14149,13
790,500,34651,0,1,1,1,4000,6
791,0,102339,0,4,1,1,47498,19
792,0,149167,0,4,1,1,48521,13
793,0,105249,0,4,1,1,36093,15
794,0,55610,0,1,2,1,5095,13
795,0,70391,0,1,1,1,6000,4
796,0,74645,0,4,1,1,40367,18
797,0,26939,0,4,1,1,29264,15
798,0,207655,500,5,1,1,78967,31
799,0,7421,0,1,1,1,0,0
800,0,74924,6286,4,1,1,59650,13
801,0,17599,0,1,1,1,100,1
802,0,5594,0,1,1,1,370,1
803,0,66122,0,3,1,1,11756,13
804,0,12024,0,1,1,1,0,0
805,0,42044,2253,3,1,1,11433,10
806,753,83105,0,4,1,1,65077,28
807,1100,152063,0,4,1,1,34257,19
808,0,59546,0,3,1,1,20730,4
809,0,1258,0,1,1,1,475,4
810,1100,75181,0,1,1,1,2455,7
811,400,68255,0,3,1,1,19077,22
812,500,58229,0,5,1,1,53108,16
813,0,97349,0,4,1,1,42774,14
814,50,131424,0,5,1,1,58814,14
815,0,24011,0,2,1,1,20442,9
816,0,64538,0,1,1,1,0,0
817,0,3832,0,1,1,1,1000,1
818,0,3268,0,4,1,1,52263,32
819,0,36790,0,1,1,1,7158,14
820,1850,363165,2565,1,1,1,5950,11
821,0,179382,0,1,1,1,4225,7
822,0,218207,0,1,1,1,8500,4
823,0,765738,0,5,1,1,62133,14
824,0,54265,0,1,1,1,0,0
825,0,69959,0,3,1,1,16504,13
826,0,86380,2643,1,1,1,13500,3
827,0,48321,0,1,1,1,0,0
828,900,78130,0,4,1,1,37251,15
829,300,25333,0,3,1,1,11229,16
830,2500,54522,0,3,1,1,21221,45
831,0,75413,0,4,1,1,31726,18
832,1000,292533,0,5,1,1,64186,15
833,1650,114932,8559,1,1,1,3150,13
834,0,18932,0,3,1,1,24660,22
835,900,35997,0,5,1,1,71171,19
836,0,136664,0,4,1,1,36024,15
837,0,173191,0,4,1,1,31503,13
838,0,16528,0,1,1,1,250,2
839,5177,119932,0,3,1,1,22463,26
840,0,144171,0,4,1,1,33200,15
841,0,77109,0,5,1,1,60000,7
842,0,144973,0,3,1,1,23703,14
843,500,75027,0,1,1,1,1390,3
844,0,96387,0,4,1,1,43512,20
845,650,34854,0,1,1,1,750,5
846,0,44307,0,2,1,1,7944,8
847,0,73836,0,5,1,1,64748,19
848,0,20126,0,1,1,1,0,0
849,100,56268,0,4,1,1,33447,14
850,600,25629,0,4,1,5,107308,36
851,1400,70774,0,3,1,1,32635,31
852,0,6371,0,1,1,1,1404,8
853,0,95595,0,3,1,1,12060,14
854,0,51843,0,4,1,1,40997,17
855,0,84868,0,4,1,1,33187,15
856,50,79629,0,1,1,1,2550,2
857,0,58620,0,1,1,1,2125,10
858,0,70380,0,5,1,1,74399,12
859,0,93473,0,3,1,1,20257,15
860,6047,131621,0,2,1,1,27846,31
861,0,195563,0,3,1,1,16715,13
862,0,21138,0,1,1,1,4500,2
863,100,93319,0,1,1,1,270,3
864,100,56606,3818,4,1,1,61634,14
865,0,38763,0,4,1,1,34652,13
866,0,16430,0,2,1,1,8528,12
867,0,61440,0,2,1,1,8156,25
868,2450,206648,0,1,1,1,5132,16
869,500,323273,0,1,1,1,9000,5
870,0,76702,0,3,1,1,21568,17
871,0,19348,0,3,1,1,17059,19
872,0,31669,0,2,1,1,8384,15
873,1350,40902,0,1,1,1,4850,7
874,0,16906,0,1,1,1,2750,15
875,2500,65508,0,1,1,1,14000,7
876,0,10152,0,1,1,1,0,0
877,0,21461,0,3,1,1,40806,28
878,0,28979,0,2,1,1,6494,12
879,500,24711,0,1,1,1,3193,11
880,500,301447,0,5,1,1,63866,18
881,200,234308,0,3,1,1,21078,15
882,0,37832,0,1,1,1,0,0
883,300,135168,0,4,1,1,29156,16
884,2055,134650,0,4,1,1,40232,17
885,0,20665,0,3,1,1,19947,16
886,0,5546,0,1,1,1,2631,6
887,0,91736,0,4,1,1,26724,14
888,0,444159,0,1,1,1,0,0
889,500,94167,0,1,1,1,6500,4
890,899,132256,0,2,1,1,15040,24
891,1400,149959,0,5,1,1,85844,51
892,0,104338,0,1,1,1,2500,1
893,0,38312,0,4,1,1,37419,14
894,0,1860,0,1,1,1,65,2
895,230,54337,0,1,1,1,2131,9
896,1150,218763,8753,1,1,1,11650,6
897,2930,26204,967,1,1,1,4030,6
898,0,27876,0,1,1,1,0,0
899,0,115533,0,2,1,1,8867,15
900,0,129412,0,5,1,1,62510,21
901,950,172110,9325,5,1,1,21382,23
902,1500,143378,0,1,1,1,3000,4
903,0,120476,0,2,1,1,9406,14
904,0,15835,0,2,1,5,112171,16
905,500,289351,0,5,1,1,147787,35
906,0,32141,0,1,1,1,3500,14
907,0,967,0,1,1,1,980,2
908,0,20281,0,1,1,1,0,0
909,350,111072,0,4,1,1,50533,19
910,0,2111,0,1,1,1,100,1
911,250,322454,0,4,1,1,44591,23
912,0,4600,0,1,1,1,140,1
913,150,23390,0,1,1,1,1650,3
914,4900,210496,0,1,1,1,9022,24
915,0,40189,0,1,1,1,0,0
916,0,21747,0,1,1,1,0,0
917,2993,212051,0,5,1,1,76256,23
918,0,266200,0,1,1,1,5000,1
919,350,54148,0,4,1,1,40233,14
920,0,25512,0,1,1,1,0,0
921,0,28519,0,1,1,1,2125,2
922,150,219387,0,5,1,1,105913,21
923,0,163964,0,3,1,1,11385,11
924,700,49736,0,1,1,1,3200,4
925,500,10084,0,1,1,1,500,1
926,1200,22988,0,2,1,1,9347,14
927,0,17739,0,1,1,1,437,4
928,2000,152426,0,1,1,1,6000,6
929,0,34428,0,1,1,1,2625,10
930,0,124030,0,5,1,1,61599,16
931,0,17336,0,1,1,1,2375,12
932,650,290012,0,5,1,1,64360,18
933,0,29125,0,3,1,1,10930,14
934,0,83848,0,4,1,1,28202,14
935,0,133264,0,5,1,1,74067,21
936,0,124869,0,3,1,1,30116,16
937,0,39233,0,4,1,1,27545,13
938,0,13050,0,3,1,1,13617,16
939,0,90855,0,3,1,1,23992,13
940,2000,44824,0,1,3,1,21107,19
941,0,3663,0,1,1,1,894,10
942,100,44293,0,3,1,1,21920,21
943,0,31319,0,1,1,1,7552,5
944,0,40757,0,3,1,1,14002,11
945,150,130356,0,1,1,1,150,1
946,0,125077,0,3,1,1,21881,14
947,500,226826,0,5,1,1,91660,21
948,0,38150,0,3,1,1,16688,15
949,0,20342,0,1,1,1,3291,9
950,0,45781,0,2,1,1,6498,13
951,0,144525,0,1,1,1,2833,4
952,0,37571,0,2,1,1,7197,15
953,0,112013,0,3,1,1,24943,14
954,0,30638,0,3,1,1,48963,16
955,0,55997,0,5,1,1,68320,23
956,0,11447,0,1,1,1,1945,13
957,0,17778,0,1,1,1,0,0
958,9200,13375,4301,4,1,1,15732,43
959,0,118572,0,3,1,1,21426,19
960,0,13720,0,1,1,1,0,0
961,0,11030,0,1,1,1,0,0
962,950,8651,0,4,1,1,41586,22
963,0,281626,0,5,1,1,53521,16
964,0,26367,0,3,1,1,19649,15
965,300,120945,0,1,1,1,4300,4
966,7450,2843,0,4,1,1,44130,35
967,0,11782,0,1,1,1,0,0
968,1946,89480,0,1,1,1,2946,4
969,1100,20702,0,4,1,1,30451,24
970,0,15108,0,1,1,1,2850,16
971,150,24917,0,3,1,1,16239,13
972,250,132910,0,5,1,1,75540,46
973,0,61227,0,2,1,1,6957,10
974,0,2117,0,1,1,1,769,7
975,3200,38964,0,3,1,1,35166,26
976,7226,20498,0,1,1,1,7826,20
977,0,131554,0,5,1,1,64937,15
978,0,55661,0,3,1,1,15107,13
979,0,84949,0,4,1,1,41854,15
980,50,139897,0,3,1,1,21065,28
981,0,155587,0,1,1,1,6893,9
982,0,24310,0,1,1,1,2815,6
983,500,106115,0,3,1,1,16197,21
984,850,238641,0,5,1,1,61971,15
985,0,70671,0,1,1,1,0,0
986,0,31593,0,1,1,1,3128,12
987,0,101397,0,3,1,1,19173,12
988,0,133052,0,3,1,1,17424,15
989,0,37252,0,3,1,1,15774,19
990,0,15241,0,1,1,1,0,0
991,0,21101,0,1,1,1,7171,32
992,0,80612,0,4,1,1,32334,20
993,0,45542,0,5,1,1,59012,14
994,0,5274,0,1,1,1,2074,11
995,0,101089,0,3,1,1,23503,17
996,0,7560,0,1,1,1,0,0
997,0,255797,0,5,1,1,62107,16
998,1200,192046,0,4,1,1,54818,52
999,0,370596,0,5,1,1,50120,12
1000,0,141491,0,5,1,1,63060,6
1001,0,89527,0,3,1,1,22206,14
1002,0,330644,0,1,1,1,0,0
1003,0,49430,0,4,1,1,31471,16
1004,250,114070,0,2,1,1,16293,24
1005,0,124004,0,2,1,1,9982,12
1006,0,10497,0,1,1,1,0,0
1007,150,8327,0,1,1,1,2900,4
1008,0,25463,0,2,1,1,7973,14
1009,0,85036,0,4,1,1,43825,21
1010,0,11449,0,1,1,1,24415,11
1011,0,54392,0,1,1,1,0,0
1012,0,52577,0,1,1,1,441,12
1013,0,80174,0,1,1,1,500,1
1014,8100,96827,1094,1,1,1,12100,19
1015,0,9489,0,1,1,1,5359,14
1016,0,57587,0,1,1,1,2620,6
1017,0,131306,0,3,1,1,32115,15
1018,0,39985,0,3,1,1,15103,21
1019,600,71627,0,1,1,1,3225,9
1020,1000,161396,0,3,1,1,26695,11
1021,250,81300,0,1,1,1,3750,5
1022,2676,66015,0,2,1,1,26706,30
1023,0,7800,0,1,1,1,200,1
1024,0,27348,0,1,1,1,3084,4
1025,1750,153554,0,1,1,1,11786,6
1026,0,42990,0,1,1,1,5345,3
1027,0,16664,0,1,1,1,0,0
1028,0,37618,0,3,1,1,17385,7
1029,0,53384,0,3,1,1,16907,12
1030,1100,43326,0,1,1,1,1100,7
1031,0,113683,0,3,1,1,11821,12
1032,3600,77930,0,4,1,1,37541,35
1033,500,27625,0,3,1,1,27799,16
1034,1000,33835,0,1,1,1,2280,7
1035,750,170049,3692,2,1,1,10232,16
1036,0,154664,0,4,1,3,73881,33
1037,0,36935,0,4,1,1,34448,17
1038,0,67904,0,1,1,1,81,1
1039,0,57434,0,2,1,1,11140,16
1040,0,11031,0,1,1,1,1600,5
1041,500,78268,0,1,1,1,6172,13
1042,0,98213,0,5,1,1,68013,29
1043,0,9430,0,3,1,1,11323,13
1044,50,5195,0,1,1,1,33050,3
1045,0,9793,0,1,1,1,3100,2
1046,0,34690,0,3,1,1,18124,14
1047,0,138368,0,5,1,1,68663,13
1048,0,63547,0,4,1,1,31745,14
1049,0,217130,0,4,1,1,51202,20
1050,0,14106,0,1,1,1,475,4
1051,634,44026,0,2,1,1,12282,18
1052,0,62183,1896,4,1,1,38635,18
1053,1000,165534,0,5,1,1,71312,18
1054,0,45358,0,3,1,1,14507,9
1055,0,72325,0,5,1,1,56792,16
1056,348,190285,0,5,1,1,69262,16
1057,0,235567,0,3,1,1,16106,15
1058,650,305519,0,5,1,1,79216,27
1059,600,161546,0,1,1,1,8042,6
1060,500,38884,0,1,1,1,2850,13
1061,4034,42040,1000,1,1,1,14189,17
1062,0,96988,0,2,1,1,7761,14
1063,250,24394,0,1,1,1,3250,3
1064,3600,354641,0,5,1,1,77694,29
1065,0,39313,0,3,1,1,24091,16
1066,550,468,0,1,1,1,26650,14
1067,700,146014,0,4,1,1,26366,17
1068,350,42999,0,4,1,1,33801,12
1069,0,37163,0,3,1,1,19318,14
1070,0,6158,0,4,1,1,27754,14
1071,0,108904,0,3,1,1,19931,17
1072,500,25168,0,1,1,1,500,1
1073,0,68454,0,3,1,1,13667,12
1074,0,70877,0,2,1,1,8956,15
1075,0,1057,0,1,1,1,433,5
1076,0,35342,0,5,1,1,70454,12
1077,0,16992,0,1,1,1,0,0
1078,0,2558,0,1,1,1,6264,10
1079,0,196093,0,1,1,1,14000,3
1080,0,269558,0,1,1,1,10000,1
1081,0,88500,0,1,1,1,2500,2
1082,0,8719,0,1,1,1,2000,9
1083,0,36936,0,1,1,1,2875,16
1084,0,427357,0,2,1,1,6027,12
1085,0,258422,0,4,1,1,48708,17
1086,0,75428,0,2,1,1,7539,14
1087,0,34383,0,3,1,1,22956,12
1088,0,82120,0,1,1,1,8000,3
1089,0,34546,0,1,1,1,1500,2
1090,0,92641,0,1,1,1,5265,6
1091,1250,95100,0,1,1,1,1250,3
1092,0,19960,0,1,1,1,0,0
1093,0,47150,0,4,1,1,39561,18
1094,250,1650,0,1,1,1,1250,3
1095,409,100992,0,1,1,1,8144,16
1096,0,68610,0,2,1,1,6115,12
1097,0,75684,0,2,1,1,27320,9
1098,0,42438,0,1,1,1,519,10
1099,0,17645,0,4,1,1,60978,20
1100,0,24545,0,1,1,1,0,0
1101,0,84633,0,3,1,1,10771,10
1102,1150,103891,1388,5,1,1,140573,21
1103,150,39847,0,5,1,1,95918,38
1104,0,47938,0,3,1,1,12656,13
1105,650,88929,0,4,1,1,44932,20
1106,0,129866,0,5,1,1,66150,30
1107,0,22585,0,1,1,1,3430,3
1108,2150,47394,0,2,1,1,31347,19
1109,0,73640,0,2,1,1,10192,14
1110,500,247743,0,4,1,1,51296,20
1111,0,295008,0,5,1,1,136704,27
1112,600,117543,4116,4,1,1,32355,21
1113,0,102803,0,5,1,1,90605,20
1114,350,89945,0,2,1,1,14218,16
1115,322,739476,0,1,1,1,24215,8
1116,0,69337,0,3,1,1,17740,13
1117,0,140866,0,3,1,1,15906,17
1118,0,25634,2505,1,1,1,0,0
1119,0,82078,0,4,1,1,40279,9
1120,0,33327,0,1,1,1,1000,1
1121,0,95783,0,3,1,1,14506,13
1122,1800,27591,0,1,1,1,8209,34
1123,0,82114,0,5,1,1,58335,15
1124,200,15917,2586,5,1,1,105449,25
1125,0,140511,0,4,1,1,32105,16
1126,1100,375927,0,2,1,1,18202,30
1127,0,28223,0,2,1,1,8625,12
1128,500,33129,0,3,1,1,30775,14
1129,0,1625,0,1,1,1,1375,4
1130,1000,52819,0,4,1,1,37535,15
1131,0,3507,1745,1,1,1,14500,7
1132,0,14769,0,1,1,1,500,1
1133,0,37215,0,2,1,1,8199,8
1134,500,115655,0,4,1,1,64968,21
1135,200,179251,0,3,1,1,14775,16
1136,0,24418,0,2,1,1,12533,13
1137,250,34562,0,1,1,1,1770,9
1138,0,144570,0,4,1,1,49052,15
1139,0,24813,0,1,1,1,4066,10
1140,0,48803,0,5,1,1,72129,14
1141,0,22116,0,3,1,1,20809,14
1142,0,8516,0,1,1,1,0,0
1143,150,36079,0,3,1,1,22506,22
1144,0,16872,0,1,1,1,28964,7
1145,0,62895,0,1,1,1,8500,4
1146,2750,7383,0,1,1,1,7225,11
1147,0,2261,0,1,1,1,15062,2
1148,2000,66950,0,1,1,1,17303,20
1149,0,84856,0,1,2,1,6894,13
1150,4450,71128,2919,1,1,1,17950,17
1151,0,39654,0,1,1,1,1625,6
1152,0,25214,0,1,1,1,1000,1
1153,0,48775,0,3,1,1,17494,15
1154,0,81952,0,5,1,1,64754,22
1155,150,46535,0,3,1,1,25891,14
1156,0,23130,0,1,1,1,5032,10
1157,0,100443,0,3,1,1,12744,21
1158,0,139664,0,5,1,1,63706,14
1159,0,31769,0,1,1,1,0,0
1160,0,60170,0,3,1,1,17235,14
1161,0,33373,0,1,1,1,0,0
1162,0,59385,0,3,1,1,22914,11
1163,0,210040,0,5,1,1,77333,39
1164,0,23379,0,2,1,1,11712,25
1165,0,22372,0,3,1,1,14766,12
1166,0,23120,0,1,1,1,4231,7
1167,500,46157,0,1,1,1,1625,3
1168,500,94896,0,4,1,1,38127,15
1169,0,12091,0,4,1,1,29271,15
1170,0,56451,0,2,1,1,9302,11
1171,1200,106309,0,3,1,1,21873,22
1172,2000,121853,0,3,1,1,18120,18
1173,0,4137,0,3,1,1,15891,19
1174,100,21676,0,3,1,1,15392,15
1175,0,36644,0,3,1,1,14506,13
1176,1850,77102,0,3,1,1,13175,20
1177,0,32214,11148,3,1,1,12717,10
1178,0,42351,0,4,1,1,28959,14
1179,0,34450,0,1,1,1,26996,7
1180,0,4151,0,1,1,1,375,3
1181,50,60646,888,5,1,1,57011,18
1182,350,44331,0,1,1,1,2850,3
1183,0,76742,0,3,1,1,17910,13
1184,0,27993,0,1,1,1,6000,3
1185,0,67770,0,3,1,1,23960,15
1186,0,30554,0,4,1,1,38243,25
1187,2450,123646,0,1,1,1,12450,30
1188,1450,837979,0,1,1,1,18372,15
1189,0,6584,0,1,1,1,0,0
1190,0,17489,0,1,1,1,5565,4
1191,0,28941,0,1,1,1,2935,6
1192,0,19085,0,1,1,1,827,11
1193,500,56480,0,4,1,1,35841,31
1194,0,8320,0,1,1,1,0,0
1195,0,13640,0,1,1,1,1500,5
1196,800,14739,0,1,1,1,1800,4
1197,0,30594,0,1,1,1,3250,12
1198,0,11162,0,1,1,1,0,0
1199,0,15964,0,1,1,1,0,0
1200,0,5583,0,1,1,1,3147,14
1201,0,38822,0,1,1,1,2000,9
1202,0,2305,0,1,1,1,0,0
1203,0,39372,0,1,1,1,4296,10
1204,0,25125,0,1,1,1,1875,8
1205,0,10288,0,1,1,1,1250,3
1206,3800,135149,0,1,1,1,15300,19
1207,800,4916,0,1,1,1,900,3
1208,2594,163976,0,4,1,1,39098,18
1209,100,207021,0,1,1,1,3600,4
1210,1450,104442,0,4,1,1,38180,23
1211,0,131992,0,3,1,1,12504,16
1212,0,2278,0,1,1,1,0,0
1213,1500,34086,0,3,1,1,19669,18
1214,0,8740,0,1,1,1,1250,3
1215,0,241918,0,4,1,1,40945,13
1216,0,26748,0,3,1,1,11981,14
1217,1050,65969,0,1,1,1,2550,5
1218,0,10009,0,1,1,1,0,0
1219,2303,378759,0,1,1,1,28904,9
1220,1850,40965,10098,1,1,1,9850,11
1221,150,57509,0,4,1,1,52449,19
1222,0,71503,0,1,1,1,7819,17
1223,0,110247,0,3,1,1,13690,16
1224,1700,83572,745,5,1,1,101110,27
1225,0,106234,5124,2,1,1,11160,26
1226,0,28205,0,5,1,1,101685,16
1227,0,7239,0,3,1,1,15835,15
1228,0,63638,0,1,1,1,0,0
1229,350,31967,0,1,1,1,1600,4
1230,0,97752,0,1,1,1,3676,10
1231,0,8327,0,1,1,1,0,0
1232,0,10179,0,2,1,1,5321,15
1233,0,23786,0,1,1,1,16950,4
1234,1500,33020,0,1,1,1,6155,25
1235,500,35316,0,1,1,1,1250,4
1236,6950,146086,0,1,1,1,6950,17
1237,0,15352,0,1,1,1,1350,4
1238,0,13522,0,1,1,1,5000,1
1239,0,13949,0,1,1,1,0,0
1240,2150,99405,0,1,1,1,14150,11
1241,0,50016,0,3,1,1,13495,14
1242,0,23696,0,2,1,1,5577,10
1243,0,55384,967,1,1,1,0,0
1244,0,166465,0,4,1,4,98717,30
1245,2348,95207,0,3,1,1,30652,30
1246,150,80431,0,1,1,1,2150,2
1247,600,49288,0,3,1,1,12538,19
1248,1430,81291,0,2,1,1,10522,14
1249,371,48877,0,2,1,1,11761,35
1250,1734,164884,0,4,1,1,35226,18
1251,0,29707,0,1,1,1,300,3
1252,1310,26325,0,2,1,1,14559,20
1253,0,28553,0,3,1,1,13844,5
1254,500,152421,0,3,1,1,17045,20
1255,0,17699,0,1,1,1,0,0
1256,750,70565,2408,1,1,1,25261,15
1257,50,15450,0,1,1,1,50,1
1258,50,71736,0,5,1,1,53602,25
1259,0,37926,0,3,1,1,25153,7
1260,0,58628,0,3,1,1,22581,13
1261,1200,31007,0,1,1,1,5700,6
1262,4700,11494,0,1,1,1,8425,15
1263,0,27469,0,1,1,1,1,3
1264,100,44760,0,1,1,1,3105,6
1265,0,7210,0,1,1,1,2402,13
1266,0,92402,0,4,1,1,40825,14
1267,0,22831,0,1,1,1,4500,15
1268,0,59113,0,4,1,1,46808,32
1269,0,24608,0,5,1,1,62774,21
1270,0,16103,0,1,3,1,10819,13
1271,2000,51261,0,1,1,1,2000,4
1272,500,24698,0,1,1,1,1329,5
1273,400,88177,0,5,1,1,53468,19
1274,0,74453,0,1,1,1,5500,3
1275,0,39601,0,1,1,1,4066,12
1276,0,1227,0,1,1,1,0,0
1277,0,138254,0,1,1,1,24100,9
1278,0,18046,0,1,1,1,162,4
1279,0,108395,0,2,1,1,8598,8
1280,0,21839,0,1,1,1,1375,4
1281,1500,11542,0,4,1,1,49100,16
1282,2200,41648,0,4,1,1,32117,35
1283,0,39908,0,4,1,1,45824,29
1284,0,14889,0,1,1,1,1500,2
1285,250,103796,0,5,1,1,63335,26
1286,0,69323,0,1,1,1,5140,2
1287,0,21599,0,2,1,1,5561,13
1288,0,60936,0,5,1,1,56381,17
1289,250,148053,0,1,1,1,10250,2
1290,200,10702,0,1,1,1,200,2
1291,0,249,0,1,1,1,1000,1
1292,2600,36290,0,1,1,1,8600,13
1293,0,157416,0,5,1,1,67795,16
1294,0,1511,0,1,1,1,2250,11
1295,500,184701,0,4,1,1,45629,13
1296,0,139298,0,1,1,1,0,0
1297,0,82380,0,1,1,1,2601,13
1298,2500,115591,867,1,1,1,9500,20
1299,1874,107333,0,1,1,1,4374,5
1300,2150,737514,0,3,1,4,43993,40
1301,0,23023,0,1,1,1,0,0
1302,3350,43403,1846,1,1,1,3350,12
1303,0,15719,0,2,1,1,5740,13
1304,0,128676,0,1,1,1,8500,3
1305,808,8836,0,1,1,1,4788,6
1306,800,94875,0,5,1,1,58314,25
1307,0,27243,0,2,1,1,6785,12
1308,0,64969,0,1,1,1,1135,13
1309,0,6112,0,1,1,1,0,0
1310,0,71784,0,4,1,1,39276,20
1311,0,31484,0,1,1,1,3125,11
1312,0,17995,0,1,1,1,0,0
1313,500,40994,0,4,1,1,26916,15
1314,3000,286101,1000,5,1,1,72965,31
1315,0,205219,0,4,1,1,30347,19
1316,0,74777,0,2,1,1,20630,8
1317,0,218191,0,3,1,1,24630,17
1318,0,22132,0,1,1,1,0,0
1319,2176,83508,1514,1,1,1,11268,13
1320,0,88122,0,3,1,1,19408,13
1321,1648,152284,0,5,1,1,77045,38
1322,0,4146,0,1,1,1,3750,9
1323,0,25272,0,1,1,1,0,0
1324,0,21855,0,1,1,1,200,3
1325,0,63454,0,4,1,1,49068,13
1326,0,24292,0,2,1,1,6558,10
1327,0,60168,0,4,1,1,44133,16
1328,0,9554,0,1,1,1,2710,3
1329,0,30130,0,2,1,1,9192,15
1330,0,12665,0,1,1,1,4125,24
1331,99,9860,0,1,1,1,99,1
1332,0,10069,0,1,1,1,200,1
1333,0,2224,0,1,1,1,0,0
1334,0,40576,0,1,1,1,0,0
1335,0,5667,0,1,1,1,5667,4
1336,0,59791,0,1,1,1,3254,7
1337,50,128664,8019,4,1,1,44298,16
1338,350,126947,0,1,1,1,2350,2
1339,0,189235,0,3,1,1,20487,20
1340,0,38604,0,1,1,1,625,5
1341,0,73008,0,3,1,1,12930,18
1342,2121,62942,500,1,1,1,4752,8
1343,0,33057,763,1,1,1,5190,5
1344,100,42572,0,3,1,1,21809,14
1345,1000,38671,0,1,1,1,2200,9
1346,0,5320,0,1,1,1,2275,9
1347,500,228529,0,2,1,1,24687,14
1348,800,46272,0,1,1,1,5720,10
1349,0,113758,0,3,1,1,12616,14
1350,700,105458,0,1,1,1,750,4
1351,0,39946,0,3,1,1,16951,14
1352,0,92859,0,4,1,1,33378,15
1353,0,25158,0,5,1,1,52278,17
1354,0,82270,0,2,1,1,24612,6
1355,0,97155,0,2,1,1,10004,3
1356,100,153197,0,2,1,1,14712,17
1357,500,55864,0,1,1,1,3691,6
1358,0,23890,0,4,1,1,35574,19
1359,0,46545,1000,1,1,1,0,0
1360,0,7354,0,1,1,1,0,0
1361,0,45031,0,1,1,1,1000,1
1362,0,16125,0,3,1,1,23288,17
1363,200,200,0,1,1,1,200,1
1364,2550,195754,0,5,1,1,98535,40
1365,0,54189,0,2,1,1,8940,17
1366,0,15439,0,1,1,1,490,3
1367,1000,56308,0,1,1,1,2500,3
1368,0,1000,0,1,1,1,0,0
